uuid,Title,Organization,Location,Description,Start time,End time,Published,Public,Tags,Interested,Favorites,Creation date,Last Modified,Has cover,Capacity
c687e2f0-22d4-5fa1-8190-fa2337a6bbe6,UC Berkeley Holi 2020,isaberkeley,"Foothill Parking Lot, Berkeley, CA",,2020-03-07 19:00:00,2020-03-07 20:30:00,1,1,"[4, 25]",[],[],2020-01-01 12:00:00,2020-01-01 12:00:00,0,0
ad8234a8-e65d-545c-8499-718371171efe,Berkeley TSA - Visa and Sponsorship Seminar,ucberkeleytsa,"Fromm Hall, San Francisco, CA",,2020-03-07 20:30:00,2020-03-07 22:00:00,1,1,"[25, 4]",[],[],2020-01-01 12:00:00,2020-01-01 12:00:00,0,0
fb404a3b-0569-5c23-a432-2a5f8f446480,2020 台灣人在美國求職論壇 Visa & Sponsorship Seminar,ucberkeleytsa,USF Fromm Hall Berman Room,,2020-03-07 20:30:00,2020-03-07 22:00:00,1,1,"[25, 4]",[],[],2020-01-01 12:00:00,2020-01-01 12:00:00,0,0
082b8b8b-29c6-545c-b3db-c22df2bc8e28,Chamber IV: Gershwin to Adams,BerkeleySymphony,"Berkeley Symphony, Berkeley, CA",,2020-03-15 23:00:00,2020-03-16 00:30:00,1,1,[14],[],[],2020-01-01 12:00:00,2020-01-01 12:00:00,0,0
584b3acb-51ba-5cce-8d07-006125aa334d,Sean Jones & The Berkeley High Jazz Combo,BerkeleySymphony,"Downtown Berkeley BART Plaza, Berkeley, CA",,2020-03-22 22:00:00,2020-03-22 23:30:00,1,1,[14],[],[],2020-01-01 12:00:00,2020-01-01 12:00:00,0,0
1cefd031-7383-5e78-8a1b-7fe75368d5c8,Gershwin | Zimmermann,BerkeleySymphony,"Berkeley Symphony, Berkeley, CA",,2020-03-27 03:00:00,2020-03-27 04:30:00,1,1,[14],[],[],2020-01-01 12:00:00,2020-01-01 12:00:00,0,0
a3ed7078-46a6-5b12-8ef9-4a96a852491a,Emphasis Night,mcbusa.berkeley,GPB 100,,2020-03-12 01:00:00,2020-03-12 02:30:00,1,1,"[1, 23, 29]",[],[],2020-01-01 12:00:00,2020-01-01 12:00:00,0,0
565553bd-2024-5e76-836b-2189932bb82b,Berkeley Project Day Spring 2020,berkeleyproject,Sproul Plaza and Beyond!,,2020-04-11 15:00:00,2020-04-11 16:30:00,1,1,"[15, 28]",[],[],2020-01-01 12:00:00,2020-01-01 12:00:00,0,0
a0db405b-1acd-55b6-97eb-ea8d5ed2cfa2,Battle of the Biases,kpopular,"K-Popular, Berkeley, CA",,2020-03-06 02:00:00,2020-03-06 03:30:00,1,1,"[""1""]",[],[],2020-01-01 12:00:00,2020-01-01 12:00:00,0,0
04243074-236e-5421-8674-83cd2349f483,Cal's Gen Workshop,kpopular,"K-Popular, Berkeley, CA",,2020-03-08 20:00:00,2020-03-08 21:30:00,1,1,"[""1""]",[],[],2020-01-01 12:00:00,2020-01-01 12:00:00,0,0
e911b2e1-4937-5928-ac77-c495f80efbc2,Eric Nam World Tour SF Stop,kpopular,"K-Popular, Berkeley, CA",,2020-03-10 15:30:00,2020-03-10 17:00:00,1,1,"[""1""]",[],[],2020-01-01 12:00:00,2020-01-01 12:00:00,0,0
6b1d2eca-ccec-52f8-8f2a-2bd647fbc395,UCBSO Spring Benefit Event,ucbso,"UC Berkeley Symphony Orchestra, Berkeley, CA",,2020-04-20 00:00:00,2020-04-20 01:30:00,1,1,"[2, 33, 14]",[],[],2020-01-01 12:00:00,2020-01-01 12:00:00,0,0
